Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
22016,2022,10/17/2022,Watertown,245 CHERRY AVE UNIT C11,51900.0,147000.0,0.353,Condo
220006,2022,10/12/2022,Wolcott,2 PARK AVE & GAR #4,98770.0,164900.0,0.5989,Condo
220072,2022,02/08/2023,Suffield,259 EAST ST N,448420.0,1685174.84,0.266,Single Family
22035,2022,10/25/2022,Wethersfield,53 HAROLD ST,173640.0,450000.0,0.3858,Single Family
2263,2022,11/28/2022,North Haven,1705 RIDGE RD,262060.0,475000.0,0.5517,Single Family
22132,2022,09/05/2023,Beacon Falls,1 BONNA STREET,316010.0,532000.0,0.594,Single Family
220053,2022,11/18/2022,Plainville,97 DALLAS AVE,103110.0,130000.0,0.7931,Condo
220029,2022,12/12/2022,Essex,9 ESSEX HILLS DR,355600.0,625000.0,0.569,Single Family
220258,2022,09/15/2023,East Hampton,10 FOREST ST,106190.0,490000.0,0.2167,Single Family
220444,2022,06/09/2023,Enfield,107 POST RD,130800.0,132000.0,0.9909,Single Family
2200031,2022,02/15/2023,Killingworth,12 VICTORIA DRIVE,256760.0,675000.0,0.3803,Single Family
220119,2022,04/27/2023,Suffield,30 SOMERWYND LN,135100.0,600000.0,0.2252,Single Family
220094,2022,11/02/2022,Stratford,45 HUDSON STREET,149940.0,301000.0,0.4981,Single Family
221124,2022,06/13/2023,Fairfield,244 WINDEMERE STREET,344680.0,695000.0,0.4959,Single Family
220067,2022,11/23/2022,Westport,35 HIGH POINT ROAD,671800.0,1595000.0,0.4211,Single Family
221401,2022,10/24/2022,Manchester,14 BARRY ROAD,126000.0,265000.0,0.4754,Single Family
220093,2022,05/30/2023,Woodstock,258 POND FACTORY RD,131400.0,147500.0,0.8908,Single Family
2200769,2022,04/03/2023,Stamford,284 GREENWICH AVENUE,356120.0,560000.0,0.6359,Two Family
22137,2022,09/21/2023,Haddam,90 SKUNK MISERY RD,231710.0,625000.0,0.3707,Single Family
220127,2022,05/01/2023,East Windsor,5 PETTICOAT LN,157250.0,460000.0,0.3418,Single Family
221368,2022,07/05/2023,Waterbury,284 CITIZENS AVE,88370.0,318000.0,0.2778,Single Family
220004,2022,10/11/2022,Bethany,51 WOODCUTTERS DR,222280.0,430000.0,0.5169,Single Family
221096,2022,09/14/2023,Milford,273 NEW HAVEN AVE #9,161950.0,269900.0,0.6,Condo
22052,2022,04/14/2023,North Stonington,457 N W CORNER RD,262920.0,550000.0,0.478,Single Family
220892,2022,03/28/2023,Waterbury,53 MEADOWBROOK DR,75873.0,210000.0,0.3613,Single Family
220099,2022,01/03/2023,Madison,12 ROLLING MEADOW RD,210600.0,439000.0,0.4797,Single Family
220137,2022,07/17/2023,Oxford,184 RIGGS STREET,141700.0,120000.0,1.1808,Single Family
220064,2022,11/02/2022,Wallingford,27 ANGELA DR,179000.0,385000.0,0.4649,Condo
220939,2022,09/13/2023,New Haven,69 HUNTINGTON AV,165480.0,260000.0,0.6364,Single Family
220129,2022,10/24/2022,Bridgeport,494 GURDON ST,139530.0,265000.0,0.5265,Single Family
220136,2022,01/23/2023,Westport,4 AMBLER ROAD,587700.0,1050000.0,0.5597,Single Family
220519,2022,05/25/2023,Torrington,151 NEW LITCHFIELD ST,91760.0,180000.0,0.5097,Two Family
2201393,2022,08/15/2023,Stamford,154 COLD SPRING ROAD #20,152735.0,280000.0,0.5454,Condo
220574,2022,05/11/2023,Meriden,36 WINTHROP TER,168490.0,300000.0,0.5616,Single Family
220781,2022,07/31/2023,Norwich,24-26 SPRING GARDEN AVE,105200.0,306000.0,0.3438,Two Family
2200172,2022,01/10/2023,Naugatuck,173 KRODEL RD,163310.0,200000.0,0.8165,Single Family
220473,2022,06/21/2023,Enfield,69 YALE DR,129400.0,250000.0,0.5176,Single Family
2200168,2022,01/09/2023,Naugatuck,111 WOOSTER ST #2C,84560.0,133000.0,0.6358,Condo
222392,2022,09/08/2023,Bridgeport,860 WOOD AVE UNIT #4,20830.0,50000.0,0.4166,Condo
22265,2022,06/29/2023,Watertown,57 BAYVIEW CIRCLE,243700.0,608100.0,0.4007,Single Family
220117,2022,05/17/2023,Griswold,462 ROODE RD,223790.0,405000.0,0.5525,Single Family
220948,2022,09/29/2023,West Hartford,279 SIMSBURY ROAD,229600.0,410000.0,0.56,Single Family
220034,2022,10/21/2022,East Lyme,30 LATIMER DR.,201390.0,240000.0,0.8391,Single Family
220062,2022,11/04/2022,Newington,10 SUNRISE CIR,65770.0,152000.0,0.4326,Condo
22051,2022,03/29/2023,Canterbury,144 CEMETERY RD,134200.0,42000.0,3.1952,Single Family
220156,2022,04/19/2023,Ledyard,39 BARRY DR,145250.0,175000.0,0.83,Single Family
22089,2022,01/19/2023,Stafford,8 HEMLOCK CR,156940.0,220000.0,0.7134,Single Family
222086,2022,09/13/2023,Manchester,56 COLUMBIA DRIVE,187700.0,350000.0,0.5362,Single Family
220060,2022,11/01/2022,Shelton,9 HILLTOP DR,269570.0,510000.0,0.5285,Single Family
2200047,2022,10/05/2022,Stamford,56 BOUTON STREET WEST,337400.0,710000.0,0.4752,Single Family
220289,2022,02/03/2023,Stratford,165 HOLLYWOOD AVENUE,188160.0,410000.0,0.4589,Single Family
2200900,2022,05/04/2023,Stamford,26 PELLOM PLACE,328835.0,700000.0,0.4697,Single Family
2200019,2022,11/21/2022,Westbrook,410 MARINA WAY LANDING,282290.0,510000.0,0.5535,Condo
220005,2022,10/12/2022,Woodstock,610 ROUTE 171,172900.0,350000.0,0.494,Single Family
220289,2022,08/10/2023,East Lyme,9 MACKINNON PL,400190.0,700000.0,0.5717,Single Family
221516,2022,12/06/2022,Manchester,49 COURTLAND STREET,135300.0,160000.0,0.8456,Single Family
22213,2022,09/11/2023,Tolland,39 BARSTOW LANE,185700.0,462500.0,0.4015,Single Family
220138,2022,12/14/2022,Shelton,7 BIRMINGHAM,123270.0,235000.0,0.5245,Condo
220611,2022,08/23/2023,Enfield,345 ELM ST,145200.0,216000.0,0.6722,Single Family
220685,2022,09/29/2023,Enfield,13 CONLIN DR,131100.0,260000.0,0.5042,Single Family
223283,2022,05/04/2023,Newington,214 BEACON ST,161940.0,340000.0,0.4762,Single Family
220174,2022,04/28/2023,Madison,639 SUMMER HILL RD,200200.0,345000.0,0.5802,Single Family
220510,2022,03/10/2023,Norwalk,115 FLAX HILL RD UNIT 8,160810.0,278750.0,0.5768,Condo
221583,2022,01/03/2023,Manchester,29 PALM STREET,122300.0,212000.0,0.5768,Single Family
220901,2022,06/30/2023,Norwalk,100 RICHARDS AVENUE #409,237050.0,519000.0,0.4567,Condo
2201170,2022,06/30/2023,Stamford,1452 HIGH RIDGE ROAD,350950.0,515000.0,0.6814,Single Family
220004,2022,10/03/2022,Bridgeport,124 EAST EATON ST,163570.0,350000.0,0.4673,Single Family
221400,2022,07/17/2023,Waterbury,64 LONGMEADOW DR,72770.0,275000.0,0.2646,Single Family
220765,2022,03/07/2023,Bridgeport,208 KEELER AVE,139630.0,125000.0,1.117,Single Family
220939,2022,09/26/2023,West Hartford,1574 ASYLUM AVENUE,416930.0,1100000.0,0.379,Single Family
220533,2022,03/31/2023,Milford,151 SEABREEZE AVE,233370.0,470000.0,0.4965,Single Family
220326,2022,07/19/2023,Vernon,41 MARJORIE LN,221570.0,485000.0,0.4568,Single Family
22116,2022,07/31/2023,Haddam,78 CHRISTIAN HILL RD,157630.0,350000.0,0.4503,Single Family
220392,2022,07/24/2023,Windsor,1800 CAMBRIDGE DR,103670.0,280000.0,0.3702,Condo
221379,2022,07/10/2023,Waterbury,31 MEADOWBROOK DR,70120.0,225000.0,0.3116,Single Family
22027,2022,10/20/2022,Wilton,19 SUGAR HOLLOW RD,552090.0,941638.0,0.5863,Single Family
220988,2022,04/25/2023,Bridgeport,15 RIVERVIEW DR,86990.0,220000.0,0.3954,Condo
220446,2022,06/09/2023,Enfield,3 STONY BROOK RD,161400.0,295000.0,0.5471,Single Family
220113,2022,12/01/2022,Newington,11 GILBERT RD,193930.0,330000.0,0.5877,Single Family
220163,2022,02/16/2023,Westport,17 PINE DRIVE,655000.0,1556000.0,0.4209,Single Family
2200237,2022,11/10/2022,Stamford,180 TURN OF RIVER ROAD #9B,351310.0,650000.0,0.5404,Condo
220088,2022,11/04/2022,Norwich,10 FORESTVIEW DR,95600.0,210000.0,0.4552,Condo
22033,2022,11/21/2022,Thompson,30 SUNSET HILL RD,147400.0,272000.0,0.5419,Single Family
22237,2022,08/29/2023,Monroe,17 HIGHLAND DR #17,114000.0,259000.0,0.4402,Condo
220561,2022,05/09/2023,Meriden,58 LYNN DRIVE,166280.0,287000.0,0.5793,Single Family
221555,2022,12/21/2022,Manchester,74 CUSHMAN DRIVE,151100.0,85628.0,1.7646,Single Family
220659,2022,05/19/2023,Hartford,33 CHARTER OAK PL UNIT 5,70303.0,261650.0,0.2686,Condo
22000185,2022,03/30/2023,Cheshire,30 BRAMBLE WAY,244460.0,445000.0,0.5493,Condo
220734,2022,07/26/2023,West Hartford,9 WILSHIRE LANE,265300.0,580000.0,0.4574,Single Family
220196,2022,08/18/2023,Coventry,19 OLD OAK TR,141200.0,317000.0,0.4454,Single Family
220106,2022,10/17/2022,Harwinton,458 CLEARVIEW AVE,124500.0,258900.0,0.4808,Single Family
220308,2022,02/07/2023,West Hartford,16 PARK PLACE CIRCLE UNIT 26-I,241920.0,460000.0,0.5259,Condo
220099,2022,01/17/2023,Killingly,88 R&R PARK,10920.0,95000.0,0.1149,Single Family
220863,2022,03/22/2023,Waterbury,13 BRONSON ST,59570.0,160000.0,0.3723,Four Family
220650,2022,08/09/2023,Branford,102 SHORT BEACH RD,128900.0,374450.0,0.3442,Single Family
220042,2022,11/29/2022,Clinton,50 RIVER RD,308900.0,870000.0,0.355,Single Family
220797,2022,03/13/2023,Bridgeport,320 MACON DRIVE,158800.0,382500.0,0.4151,Single Family
220159,2022,07/11/2023,Ellington,31 WINDSOR WALK,153820.0,355000.0,0.4332,Condo
220567,2022,09/18/2023,Wallingford,78 STAFFORDSHIRE,127200.0,200000.0,0.636,Condo
220172,2022,12/06/2022,Hamden,15 FIELD CREST LA,125230.0,285000.0,0.4394,Single Family
220298,2022,05/05/2023,Windsor,80 ALLEN ST,180250.0,355000.0,0.5077,Two Family
2201400,2022,08/15/2023,Stamford,0 SUMMER STREET #116-3B,111560.0,235000.0,0.4747,Condo
220123,2022,12/19/2022,Vernon,323 VERNON AVE,127820.0,239000.0,0.5348,Single Family
220226,2022,06/23/2023,Killingly,205 OAK RIDGE LN,135870.0,329900.0,0.4118,Single Family
220004,2022,10/03/2022,Greenwich,27 CHURCH STREET WEST,350000.0,274400.0,1.2755,Two Family
220008,2022,10/06/2022,Colchester,109 GOLDBERG RD,358600.0,545000.0,0.6579,Single Family
220525,2022,05/10/2023,New Haven,13 BUTTON ST,185850.0,391000.0,0.4753,Two Family
2200075,2022,12/01/2022,East Haven,75 FRENCH AVE,135450.0,231000.0,0.5863,Single Family
220370,2022,03/09/2023,New Haven,675 TOWNSEND AV #166,130480.0,224000.0,0.5825,Condo
220944,2022,09/29/2023,West Hartford,90 KANE STREET B7,46060.0,115000.0,0.4005,Condo
221277,2022,07/31/2023,Fairfield,26 WILDWOOD ROAD,317380.0,500000.0,0.6347,Single Family
220174,2022,12/07/2022,Hamden,75 WASHINGTON AVE 4-307,54740.0,129000.0,0.4243,Condo
220016,2022,01/17/2023,Kent,433 KENT CORNWALL RD U22,147500.0,260000.0,0.5673,Condo
220033,2022,11/21/2022,Putnam,73 PERRY ST #157,84400.0,210000.0,0.4019,Condo
220074,2022,03/20/2023,Brooklyn,35 HARTFORD RD,248300.0,460000.0,0.5397,Single Family
220068,2022,10/25/2022,Stratford,26 DOVER STREET,147140.0,369000.0,0.3987,Single Family
220862,2022,03/22/2023,Waterbury,134 FRANKLIN ST,42393.0,185000.0,0.2291,Two Family
222425,2022,09/14/2023,Bridgeport,230 CHERRY HILL DR UNIT #2B,60210.0,150000.0,0.4014,Condo
220055,2022,03/20/2023,New Hartford,7 SPENCER BROOK ROAD,310660.0,690000.0,0.4502,Single Family
22212,2022,05/18/2023,North Haven,1560 RIDGE RD,245050.0,467000.0,0.5247,Single Family
220248,2022,11/09/2022,Waterbury,15 WATERVILLE ST,52518.0,250000.0,0.21,Three Family
2200746,2022,03/29/2023,Stamford,100 HOPE STREET # 41,256580.0,340000.0,0.7546,Condo
220729,2022,05/18/2023,Norwalk,3 SNIFFEN STREET UNIT 3A,125100.0,215000.0,0.5818,Condo
221151,2022,05/23/2023,Waterbury,110 COLUMBIA BLVD,147908.0,475000.0,0.3113,Two Family
220289,2022,01/03/2023,West Haven,415 PAINTER DR,109550.0,180000.0,0.6086,Single Family
222091,2022,06/28/2023,Bridgeport,218 MOUNTAIN GROVE ST #220,185370.0,493000.0,0.376,Two Family
220084,2022,12/27/2022,New Canaan,174 MARIOMI RD,596820.0,1270000.0,0.4699,Single Family
223293,2022,05/16/2023,Newington,16 VICTORIA AVE,174430.0,425000.0,0.4104,Single Family
220142,2022,03/14/2023,Madison,67 NEW RD,200600.0,375000.0,0.5349,Single Family
220054,2022,01/19/2023,Putnam,297 SABIN ST #12,140400.0,275000.0,0.5105,Condo
2200562,2022,08/21/2023,East Hartford,90 CHESTER ST,134990.0,220000.0,0.6135,Single Family
220009,2022,11/29/2022,Bethlehem,49 HARRISON LN,142400.0,285000.0,0.4996,Single Family
220741,2022,02/22/2023,Waterbury,44 SHARON RD #12,33470.0,85000.0,0.3937,Condo
220792,2022,06/26/2023,Milford,153 FOXWOOD CLOSE,101880.0,216000.0,0.4716,Condo
220527,2022,05/03/2023,Branford,35 BUENA VISTA RD,222600.0,450000.0,0.4946,Single Family
220794,2022,03/27/2023,Southington,27 LUCY CT,217530.0,460000.0,0.4728,Single Family
220329,2022,02/14/2023,New Haven,195 EXCHANGE ST,184170.0,287000.0,0.6417,Three Family
220956,2022,07/17/2023,Norwalk,51 NORTH BRIDGE STREET,257250.0,350000.0,0.735,Single Family
220095,2022,11/14/2022,West Haven,43 FERN ST,121450.0,215000.0,0.5648,Single Family
220224,2022,09/20/2023,Clinton,41 CENTRAL AVE,176913.0,449900.0,0.3932,Single Family
220350,2022,01/06/2023,Norwalk,67 NORTH TAYLOR AVE,250840.0,325000.0,0.7718,Single Family
220272,2022,08/23/2023,Plainville,186 WILLOW BROOK DR,265510.0,402000.0,0.6604,Condo
220079,2022,08/23/2023,Sharon,64 AMENIA RD,243900.0,746000.0,0.3269,Single Family
220023,2022,10/17/2022,Ledyard,11 ROBIN HOOD DR,199220.0,376000.0,0.5298,Single Family
220490,2022,03/28/2023,Milford,22 BURDETTE PL,207460.0,375000.0,0.5532,Single Family
220274,2022,05/17/2023,Trumbull,331 CHURCH HILL ROAD,241850.0,535000.0,0.4521,Single Family
221027,2022,07/19/2023,Southington,202 BELLEVIEW AV,130930.0,345000.0,0.3795,Single Family
220382,2022,06/09/2023,Wallingford,46 HINTZ DR,221300.0,332500.0,0.6655,Single Family
220524,2022,05/11/2023,West Haven,11 SEAVIEW AVE,240240.0,395000.0,0.6082,Single Family
220098,2022,11/08/2022,Norwich,88 PALMER ST,180500.0,379900.0,0.4751,Single Family
220045,2022,10/24/2022,Norwich,37 BROOK ST,79100.0,140000.0,0.565,Single Family
220401,2022,08/01/2023,Windsor,4 KENNETH CIR,137690.0,360000.0,0.3824,Single Family
2201310,2022,07/28/2023,Stamford,492 JUNE ROAD,1034190.0,1252000.0,0.826,Single Family
22037,2022,11/03/2022,Wilton,11 FAIRFAX AVE,285250.0,645000.0,0.4422,Single Family
220543,2022,03/27/2023,Norwalk,16 BURWELL STREET,419750.0,789000.0,0.532,Single Family
22019,2022,07/11/2023,Scotland,300 GAGER HILL RD,154200.0,385000.0,0.4005,Single Family
220223,2022,08/11/2023,Colchester,33 STANAVAGE RD,213800.0,476000.0,0.4491,Single Family
221189,2022,09/25/2023,Southington,261 NORTH RIDGE CT,448450.0,856000.0,0.5238,Single Family
220676,2022,06/14/2023,Hamden,65 HIGH MEADOW RD,322560.0,670000.0,0.4814,Single Family
221078,2022,08/07/2023,Southington,272 PIN OAK DR,293520.0,620000.0,0.4734,Single Family
220227,2022,12/28/2022,Stratford,111 RYAN AVENUE,90110.0,272950.0,0.3301,Single Family
220014,2022,10/11/2022,Southington,81 WERKING ST,170550.0,349000.0,0.4886,Single Family
22004,2022,10/04/2022,Derby,12 SUMMIT ST,87080.0,223000.0,0.3904,Two Family
220090,2022,12/14/2022,Wethersfield,4C BARRINGTON DR,116750.0,250000.0,0.467,Condo
220127,2022,12/15/2022,Newington,145 HARRIS DR,202520.0,421000.0,0.481,Condo
2200207,2022,06/16/2023,Bloomfield,5 HICKORY LN,131390.0,315000.0,0.4171,Single Family
220005,2022,10/17/2022,Essex,1 MAIN ST IVTN,244100.0,439000.0,0.556,Single Family
220019,2022,11/18/2022,Bethany,41 EMERALD LN,273020.0,585000.0,0.4667,Single Family
22024,2022,11/28/2022,Canterbury,207 CEMETERY RD,251200.0,405000.0,0.6202,Single Family
220000,2022,10/04/2022,Woodbridge,18 BUNKER HILL RD,264740.0,708000.0,0.3739,Single Family
2222155,2022,05/26/2023,Ansonia,81 DWIGHT ST,152180.0,299000.0,0.5089,Single Family
220148,2022,01/24/2023,Vernon,24 ERIC CIR,149720.0,270000.0,0.5545,Single Family
2222164,2022,06/22/2023,Ansonia,263 WAKELEE AVE,218540.0,430000.0,0.5082,Two Family
220026,2022,10/28/2022,Putnam,26 LIBERTY HGWY,235000.0,502900.0,0.4672,Single Family
220028,2022,12/05/2022,Hebron,121 EAST ST,229530.0,489900.0,0.4685,Single Family
220218,2022,06/01/2023,Madison,31 HICKORY LN,152700.0,481500.0,0.3171,Single Family
221988,2022,08/02/2023,Manchester,22 SAINT JAMES STREET UNIT 22G,55100.0,85000.0,0.6482,Condo
220677,2022,07/28/2023,West Haven,30 WARD PL,96250.0,80000.0,1.2031,Single Family
221062,2022,08/01/2023,Southington,161 90 APPLE GATE,17140.0,548810.0,0.0312,Condo
220170,2022,01/06/2023,Wallingford,52 HALLMARK HILL,125200.0,259000.0,0.4833,Condo
220728,2022,06/14/2023,Milford,623 NORTH ST,357780.0,710000.0,0.5039,Single Family
22218,2022,05/18/2023,Watertown,159 RADNOR LANE,178800.0,370000.0,0.4832,Single Family
220548,2022,07/28/2023,Enfield,5 WOODLAWN ST,156900.0,279900.0,0.5605,Single Family
220304,2022,09/08/2023,East Windsor,111 EAST RD,134520.0,350000.0,0.3843,Single Family
2200468,2022,08/09/2023,Naugatuck,117 MELBOURNE CT,190260.0,300000.0,0.6342,Single Family
2200163,2022,04/17/2023,Bloomfield,262 CASTLEWOOD DR,122920.0,280000.0,0.439,Condo
2200165,2022,08/24/2023,New Fairfield,81 PINE HILL RD,419100.0,1050000.0,0.3991,Single Family
220246,2022,09/05/2023,Windsor Locks,32 MIDLAND RD,113470.0,186000.0,0.61,Single Family
220759,2022,09/18/2023,Torrington,64 ROCKLEDGE LOOP,65480.0,180000.0,0.3637,Condo
2200288,2022,04/10/2023,Naugatuck,580 FIELD ST,175210.0,350000.0,0.5006,Single Family
220130,2022,03/24/2023,Brookfield,4 POND VIEW RD,173450.0,372500.0,0.4656,Condo
220526,2022,08/30/2023,Shelton,99 CAPITOL DR,299530.0,490000.0,0.6112,Single Family
221104,2022,06/06/2023,Fairfield,79 THORPE STREET,597100.0,1015000.0,0.5882,Condo
220111,2022,11/18/2022,West Haven,203 EAST AVE,108780.0,295000.0,0.3687,Single Family
221775,2022,04/28/2023,Manchester,199 OAKLAND STREET UNIT F,100300.0,175000.0,0.5731,Condo
220436,2022,12/16/2022,Waterbury,42 MIDDLEWAY EAST,112228.0,213500.0,0.5256,Single Family
220692,2022,06/30/2023,Norwich,74-76 HUNTERS AVE,108200.0,209000.0,0.5177,Two Family
222191,2022,07/20/2023,Bridgeport,635 BURNSFORD AVE,145460.0,362500.0,0.4012,Single Family
220093,2022,11/04/2022,Hamden,101 PUTNAM AVE,140350.0,269900.0,0.52,Single Family
220066,2022,10/25/2022,Milford,10 PICKETT ST,193140.0,310000.0,0.623,Single Family
220418,2022,08/18/2023,Trumbull,211 PUTTING GREEN ROAD,364630.0,800000.0,0.4558,Single Family
2200218,2022,02/02/2023,Naugatuck,41 CHERRY ST,192010.0,337500.0,0.5689,Two Family
220151,2022,12/02/2022,New Haven,52 TYLER ST,112140.0,275000.0,0.4077,Single Family
221776,2022,05/01/2023,Manchester,188B OAK GROVE STREET,130800.0,270000.0,0.4844,Condo
220805,2022,03/07/2023,Waterbury,192 BOULEY AVE,84035.0,205000.0,0.4099,Single Family
220653,2022,05/18/2023,Milford,25 ELM ST,303190.0,638500.0,0.4748,Single Family
220029,2022,03/30/2023,Pomfret,185 DEERFIELD RD,195700.0,500000.0,0.3914,Single Family
220030,2022,11/08/2022,Brooklyn,62 CLEARVIEW DR,129200.0,263000.0,0.4912,Single Family
221429,2022,07/19/2023,Waterbury,125 MADISON ST,69930.0,95000.0,0.7361,Single Family
220550,2022,09/08/2023,Shelton,182 DIVISION AVE,205170.0,390000.0,0.526,Single Family
220172,2022,04/18/2023,Avon,46 LORD DAVIS LANE,517460.0,880000.0,0.588,Single Family
220710,2022,02/23/2023,Bridgeport,651 IRANISTAN AVE,129410.0,280000.0,0.4621,Two Family
220055,2022,05/31/2023,Durham,321 PARMELEE HILL RD,325500.0,800000.0,0.4068,Single Family
220730,2022,07/25/2023,West Hartford,90 KANE STREET #C01,65800.0,95000.0,0.6926,Condo
220349,2022,02/10/2023,Norwich,63 PRATT ST,91900.0,210000.0,0.4376,Single Family
22091,2022,02/13/2023,Tolland,97 HIGH RIDGE RD,231800.0,437500.0,0.5298,Single Family
22002,2022,10/13/2022,Andover,113 WILLOW DR,135590.0,320000.0,0.4237,Single Family
220130,2022,04/04/2023,Windham,59 CARD ST,112950.0,330000.0,0.3422,Two Family
220765,2022,08/01/2023,West Hartford,43 HILLTOP DRIVE,247310.0,543000.0,0.4554,Single Family
220790,2022,06/26/2023,Milford,85 VISCOUNT DR #10J,182910.0,284400.0,0.6431,Condo
220043,2022,08/15/2023,Canaan,PINE GROVE -BELDEN ST,20600.0,15000.0,1.3733,Single Family
220281,2022,01/13/2023,Hamden,57 SMITH DR,132930.0,195195.0,0.681,Single Family
220052,2022,10/31/2022,Enfield,12 FREW TERR,111600.0,150000.0,0.744,Single Family
22159,2022,06/05/2023,Wilton,25 COLLINSWOOD RD,618380.0,1520000.0,0.4068,Single Family
2200068,2022,10/11/2022,Stamford,228 SUN DANCE ROAD,355625.0,485000.0,0.7332,Single Family
22211,2022,06/16/2023,Middlebury,109 MARNEY DR,211100.0,410000.0,0.5148,Single Family
220455,2022,04/18/2023,Greenwich,5 PUTNAM HILL #3A,68646970.0,477000.0,143.914,Condo
220644,2022,06/16/2023,New Haven,758 DIXWELL AV,171850.0,282500.0,0.6083,Two Family
220283,2022,01/09/2023,Milford,98 FAIRVIEW ST,181480.0,300000.0,0.6049,Single Family
22129,2022,04/10/2023,Darien,23 RIDGEVIEW AVE,427700.0,780000.0,0.5483,Single Family
221557,2022,12/22/2022,Manchester,54 AVONDALE ROAD,118000.0,135000.0,0.874,Single Family
220058,2022,11/21/2022,Madison,63 WINTERHILL RD,279900.0,590000.0,0.4744,Single Family
2201304,2022,07/27/2023,Stamford,25 MILL STONE CIRCLE,475565.0,925000.0,0.5141,Single Family
220121,2022,07/10/2023,Woodstock,176 ARVIDSON RD,353400.0,655000.0,0.5395,Single Family
2200259,2022,03/16/2023,Naugatuck,49 RIDGE RD #7,80010.0,158000.0,0.5063,Condo
220219,2022,12/22/2022,Hamden,325 MAIN ST,271110.0,340000.0,0.7974,Single Family
220646,2022,04/27/2023,Norwalk,59 CREEPING HEMLOCK DRIVE,373550.0,580000.0,0.644,Single Family
2201196,2022,07/06/2023,Stamford,95 INTERVALE ROAD # 49,516595.0,780000.0,0.6623,Condo
2200287,2022,03/16/2023,East Hartford,211 LARRABEE ST,138060.0,247000.0,0.5589,Single Family
22057,2022,11/17/2022,Montville,20 DAISY HILL DR,240450.0,402789.0,0.5969,Single Family
220268,2022,01/19/2023,New Haven,127 FILLMORE ST,158760.0,333000.0,0.4767,Two Family
221644,2022,09/05/2023,Waterbury,568 COLUMBIA BLVD,117640.0,285000.0,0.4128,Single Family
220095,2022,01/12/2023,Ledyard,63 HIGHLAND DR,129360.0,290000.0,0.446,Single Family
220413,2022,12/13/2022,Waterbury,23 SOUTHWICK AVE,72038.0,220000.0,0.3274,Single Family
2200419,2022,12/27/2022,Stamford,28 LINDSTROM ROAD,214710.0,423300.0,0.5072,Condo
22030,2022,02/15/2023,Sherman,7 WANZER HILL ROAD,1300.0,55000.0,0.0236,Single Family
223446,2022,08/03/2023,Newington,54 HARVEST CT,198090.0,385000.0,0.5145,Condo
